proposal_id,config,performance_group,human_score,future_improvement,learning_outcomes,strengths_weaknesses,performance_summary,active_role,affirm_encourage,strengthen_relationship
p_high_015,D-SF,High,14.4,True,True,True,True,True,True,True
p_high_013,D-SF,High,14.6,True,True,True,True,True,True,True
p_high_016,D-SF,High,11.2,True,True,True,True,True,True,True
p_high_014,D-SF,High,13.1,True,True,True,True,True,True,True
p_high_017,D-SF,High,11.2,True,True,True,True,True,True,True
p_high_021,D-SF,High,14.2,True,True,True,True,True,True,True
p_high_020,D-SF,High,12.3,True,True,True,True,True,True,True
p_high_018,D-SF,High,13.5,True,True,True,True,True,True,True
p_high_022,D-SF,High,11.0,True,True,True,True,True,True,True
p_high_023,D-SF,High,10.5,True,True,True,True,True,True,True
p_high_019,D-SF,High,12.8,True,True,True,True,True,True,True
p_high_024,D-SF,High,10.7,True,True,True,True,True,True,True
p_high_025,D-SF,High,15.0,True,True,True,True,True,True,True
p_high_027,D-SF,High,10.6,True,True,True,True,True,True,True
p_high_026,D-SF,High,13.3,True,True,True,True,True,True,True
p_high_028,D-SF,High,14.9,True,True,True,True,True,True,True
p_high_029,D-SF,High,14.4,True,True,True,True,True,True,True
p_high_030,D-SF,High,10.9,True,True,True,True,True,True,True
p_high_031,D-SF,High,13.9,True,True,True,True,True,True,True
p_high_032,D-SF,High,12.1,True,True,True,True,True,True,True
p_high_034,D-SF,High,11.1,True,True,True,True,True,True,True
p_high_035,D-SF,High,13.6,True,True,True,True,True,True,True
p_high_033,D-SF,High,13.8,True,True,True,True,True,True,True
p_high_036,D-SF,High,14.5,True,True,True,True,True,True,True
p_high_037,D-SF,High,13.6,True,True,True,True,True,True,True
p_high_038,D-SF,High,13.7,True,True,True,True,True,True,True
p_high_039,D-SF,High,12.0,True,True,True,True,True,True,True
p_high_040,D-SF,High,11.3,True,True,True,True,True,True,True
p_high_042,D-SF,High,10.9,True,True,True,True,True,True,True
p_high_043,D-SF,High,12.7,True,True,True,True,True,True,True
p_high_041,D-SF,High,12.2,True,True,True,True,True,True,True
p_high_044,D-SF,High,10.8,True,True,True,True,True,True,True
p_high_047,D-SF,High,13.3,True,True,True,True,True,True,True
p_high_046,D-SF,High,11.1,True,True,True,True,True,True,True
p_high_045,D-SF,High,14.8,True,True,True,True,True,True,True
p_high_048,D-SF,High,13.0,True,True,True,True,True,True,True
p_high_049,D-SF,High,11.7,True,True,True,True,True,True,True
p_high_051,D-SF,High,11.2,True,True,True,True,True,True,True
p_high_050,D-SF,High,13.9,True,True,True,True,True,True,True
p_high_052,D-SF,High,11.2,True,True,True,True,True,True,True
p_high_054,D-SF,High,12.5,True,True,True,True,True,True,True
p_high_053,D-SF,High,14.0,True,True,True,True,True,True,True
p_high_056,D-SF,High,11.3,True,True,True,True,True,True,True
p_high_055,D-SF,High,14.0,True,True,True,True,True,True,True
p_high_057,D-SF,High,14.2,True,True,True,True,True,True,True
p_high_058,D-SF,High,13.5,True,True,True,True,True,True,True
p_high_059,D-SF,High,11.5,True,True,True,True,True,True,True
p_high_060,D-SF,High,13.2,True,True,True,True,True,True,True
p_high_061,D-SF,High,11.4,True,True,True,True,True,True,True
p_high_063,D-SF,High,14.9,True,True,True,True,True,True,True
p_high_062,D-SF,High,11.8,True,True,True,True,True,True,True
p_high_064,D-SF,High,11.6,True,True,True,True,True,True,True
p_high_065,D-SF,High,13.0,True,True,True,True,True,True,True
p_high_066,D-SF,High,14.7,True,True,True,True,True,True,True
p_high_068,D-SF,High,12.7,True,True,True,True,True,True,True
p_high_067,D-SF,High,11.1,True,True,True,True,True,True,True
p_high_069,D-SF,High,12.4,True,True,True,True,True,True,True
p_high_070,D-SF,High,11.4,True,True,True,True,True,True,True
p_high_071,D-SF,High,10.7,True,True,True,True,True,True,True
p_high_072,D-SF,High,12.5,True,True,True,True,True,True,True
p_high_073,D-SF,High,10.7,True,True,True,True,True,True,True
p_high_074,D-SF,High,10.8,True,True,True,True,True,True,True
p_high_076,D-SF,High,13.4,True,True,True,True,True,True,True
p_high_075,D-SF,High,12.3,True,True,True,True,True,True,True
p_high_077,D-SF,High,13.8,True,True,True,True,True,True,True
p_high_078,D-SF,High,14.1,True,True,True,True,True,True,True
p_high_079,D-SF,High,12.7,True,True,True,True,True,True,True
p_high_080,D-SF,High,12.1,True,True,True,True,True,True,True
p_high_081,D-SF,High,14.8,True,True,True,True,True,True,True
p_high_082,D-SF,High,13.8,True,True,True,True,True,True,True
p_high_083,D-SF,High,10.8,True,True,True,True,True,True,True
p_high_084,D-SF,High,11.7,True,True,True,True,True,True,True
p_high_085,D-SF,High,10.5,True,True,True,True,True,True,True
p_high_086,D-SF,High,10.6,True,True,True,True,True,True,True
p_high_087,D-SF,High,11.8,True,True,True,True,True,True,True
p_high_088,D-SF,High,14.1,True,True,True,True,True,True,True
p_high_090,D-SF,High,13.1,True,True,True,True,True,True,True
p_high_089,D-SF,High,12.9,True,True,True,True,True,True,True
p_high_091,D-SF,High,10.9,True,True,True,True,True,True,True
p_high_092,D-SF,High,11.5,True,True,True,True,True,True,True
p_high_094,D-SF,High,13.7,True,True,True,True,True,True,True
p_high_093,D-SF,High,11.0,True,True,True,True,True,True,True
p_high_095,D-SF,High,11.0,True,True,True,True,True,True,True
p_high_096,D-SF,High,12.6,True,True,True,True,True,True,True
p_high_097,D-SF,High,11.6,True,True,True,True,True,True,True
p_high_098,D-SF,High,13.0,True,True,True,True,True,True,True
p_high_099,D-SF,High,11.5,True,True,True,True,True,True,True
p_high_100,D-SF,High,14.9,True,True,True,True,True,True,True
p_high_101,D-SF,High,13.5,True,True,True,True,True,True,True
p_high_102,D-SF,High,11.7,True,True,True,True,True,True,True
p_high_103,D-SF,High,11.4,True,True,True,True,True,True,True
p_high_104,D-SF,High,12.0,True,True,True,True,True,True,True
p_high_105,D-SF,High,14.6,True,True,True,True,True,True,True
p_high_106,D-SF,High,12.9,True,True,True,True,True,True,True
p_high_107,D-SF,High,14.5,True,True,True,True,True,True,True
p_low_001,D-SF,Low,8.7,True,True,True,True,True,True,True
p_low_003,D-SF,Low,9.5,True,True,True,True,True,True,True
p_low_002,D-SF,Low,10.3,True,True,True,True,True,True,True
p_low_004,D-SF,Low,8.0,True,True,True,True,True,True,True
p_low_005,D-SF,Low,9.1,True,True,True,True,True,True,True
p_low_006,D-SF,Low,9.7,True,True,True,True,True,True,True
p_low_007,D-SF,Low,9.6,True,True,True,True,True,True,True
p_low_008,D-SF,Low,7.0,True,True,True,True,True,True,True
p_low_009,D-SF,Low,9.8,True,True,True,True,True,True,True
p_low_011,D-SF,Low,10.0,True,True,True,True,True,True,True
p_low_010,D-SF,Low,8.5,True,True,True,True,True,True,True
p_low_012,D-SF,Low,9.8,True,True,True,True,True,True,True
p_low_013,D-SF,Low,9.6,True,True,True,True,True,True,True
p_low_014,D-SF,Low,8.2,True,True,True,True,True,True,True
p_low_016,D-SF,Low,8.7,True,True,True,True,True,True,True
p_low_015,D-SF,Low,8.2,True,True,True,True,True,True,True
p_low_017,D-SF,Low,9.8,True,True,True,True,True,True,True
p_low_018,D-SF,Low,9.8,True,True,True,True,True,True,True
p_low_019,D-SF,Low,10.2,True,True,True,True,True,True,True
p_low_020,D-SF,Low,5.1,True,True,True,True,True,True,True
p_low_021,D-SF,Low,7.9,True,True,True,True,True,True,True
p_low_023,D-SF,Low,10.3,True,True,True,True,True,True,True
p_low_022,D-SF,Low,9.2,True,True,True,True,True,True,True
p_low_024,D-SF,Low,6.3,True,True,True,True,True,True,True
p_low_025,D-SF,Low,10.2,True,True,True,False,True,True,True
p_low_026,D-SF,Low,7.8,True,True,True,False,True,True,True
p_low_027,D-SF,Low,9.7,True,True,True,True,True,True,True
p_low_028,D-SF,Low,9.8,True,True,True,True,True,True,True
p_low_029,D-SF,Low,8.1,True,True,True,True,True,True,True
p_low_030,D-SF,Low,7.5,True,True,True,True,True,True,True
p_low_032,D-SF,Low,5.7,True,True,True,True,True,True,True
p_low_033,D-SF,Low,8.4,True,True,True,True,True,True,True
p_low_031,D-SF,Low,10.3,True,True,True,True,True,True,True
p_low_034,D-SF,Low,10.1,True,True,True,True,True,True,True
p_low_035,D-SF,Low,10.2,True,True,True,True,True,True,True
p_low_036,D-SF,Low,9.5,True,True,True,True,True,True,True
p_low_037,D-SF,Low,9.9,True,True,True,True,True,True,True
p_low_038,D-SF,Low,8.7,True,True,True,True,True,True,True
p_low_039,D-SF,Low,8.0,True,True,True,True,True,True,True
p_low_040,D-SF,Low,10.0,True,True,True,True,True,True,True
p_low_041,D-SF,Low,7.6,True,True,True,True,True,True,True
p_low_042,D-SF,Low,10.3,True,True,True,True,True,True,True
p_low_043,D-SF,Low,9.6,True,True,True,True,True,True,True
p_low_044,D-SF,Low,9.3,True,True,True,True,True,True,True
p_low_045,D-SF,Low,8.6,True,True,True,True,True,True,True
p_low_046,D-SF,Low,7.6,True,True,True,True,True,True,True
p_low_047,D-SF,Low,9.0,True,True,True,True,True,True,True
p_low_048,D-SF,Low,9.5,True,True,True,True,True,True,True
p_low_049,D-SF,Low,9.1,True,True,True,False,True,True,True
p_low_050,D-SF,Low,9.9,True,True,True,True,True,True,True
p_low_051,D-SF,Low,9.2,True,True,True,True,True,True,True
p_low_052,D-SF,Low,9.4,True,True,True,True,True,True,True
p_low_055,D-SF,Low,10.3,True,True,True,True,True,True,True
p_low_054,D-SF,Low,8.8,True,True,True,True,True,True,True
p_low_053,D-SF,Low,9.3,True,True,True,True,True,True,True
p_low_056,D-SF,Low,5.9,True,True,True,True,True,True,True
p_low_057,D-SF,Low,10.1,True,True,True,True,True,True,True
p_low_059,D-SF,Low,10.0,True,True,True,True,True,True,True
p_low_058,D-SF,Low,7.9,True,True,True,True,True,True,True
p_low_060,D-SF,Low,9.4,True,True,True,False,True,True,True
p_low_063,D-SF,Low,9.2,True,True,True,True,True,True,True
p_low_061,D-SF,Low,10.2,True,True,True,True,True,True,True
p_low_062,D-SF,Low,8.3,True,True,True,True,True,True,True
p_low_064,D-SF,Low,9.1,True,True,True,True,True,True,True
p_low_065,D-SF,Low,8.4,True,True,True,False,True,True,True
p_low_067,D-SF,Low,4.4,True,True,True,True,True,True,True
p_low_066,D-SF,Low,9.5,True,True,True,True,True,True,True
p_low_068,D-SF,Low,9.6,True,True,True,True,True,True,True
p_low_069,D-SF,Low,8.5,True,True,True,True,True,True,True
p_low_072,D-SF,Low,9.3,True,False,True,False,True,True,True
p_low_070,D-SF,Low,10.1,True,True,True,True,True,True,True
p_low_071,D-SF,Low,8.3,True,True,True,True,True,True,True
p_low_073,D-SF,Low,9.6,True,True,True,True,True,True,True
p_low_074,D-SF,Low,9.5,True,True,True,True,True,True,True
p_low_075,D-SF,Low,9.9,True,True,True,True,True,True,True
p_low_076,D-SF,Low,8.1,True,True,True,True,True,True,True
p_low_077,D-SF,Low,10.0,True,True,True,True,True,True,True
p_low_079,D-SF,Low,6.7,True,True,True,True,True,True,True
p_low_078,D-SF,Low,9.8,True,True,True,True,True,True,True
p_low_080,D-SF,Low,5.3,True,True,True,False,True,True,True
p_low_081,D-SF,Low,10.1,True,True,True,True,True,True,True
p_low_082,D-SF,Low,9.4,True,True,True,True,True,True,True
p_low_083,D-SF,Low,4.2,True,True,True,True,True,True,True
p_low_084,D-SF,Low,7.9,True,True,True,True,True,True,True
p_low_085,D-SF,Low,10.0,True,True,True,True,True,True,True
p_low_086,D-SF,Low,9.1,True,True,True,True,True,True,True
p_low_088,D-SF,Low,9.4,True,True,True,True,True,True,True
p_low_087,D-SF,Low,7.6,True,True,True,True,True,True,True
p_low_090,D-SF,Low,9.3,True,True,True,True,True,True,True
p_low_089,D-SF,Low,9.2,True,True,True,True,True,True,True
p_low_092,D-SF,Low,7.7,True,True,True,False,True,True,True
p_low_091,D-SF,Low,9.0,True,True,True,True,True,True,True
p_low_094,D-SF,Low,8.6,True,True,True,True,True,True,True
p_low_095,D-SF,Low,7.7,True,True,True,True,True,True,True
p_low_097,D-SF,Low,8.8,True,True,True,True,True,True,True
p_low_093,D-SF,Low,7.1,True,True,True,True,True,True,True
p_low_098,D-SF,Low,9.4,True,True,True,True,True,True,True
p_low_099,D-SF,Low,9.7,True,True,True,True,True,True,True
p_low_096,D-SF,Low,10.2,True,True,True,True,True,True,True
p_low_100,D-SF,Low,8.2,True,True,True,True,True,True,True
p_low_101,D-SF,Low,9.3,True,True,True,True,True,True,True
p_low_102,D-SF,Low,4.8,True,True,True,True,True,True,True
p_low_104,D-SF,Low,9.0,True,True,True,True,True,True,True
p_low_103,D-SF,Low,9.9,True,True,True,True,True,True,True
p_low_107,D-SF,Low,10.1,True,True,True,True,True,True,True
p_low_106,D-SF,Low,9.7,True,True,True,True,True,True,True
p_low_105,D-SF,Low,9.1,True,True,True,False,True,True,True
p_high_007,D-FF,High,14.3,True,True,True,True,True,True,True
p_high_006,D-FF,High,13.2,True,True,True,True,True,True,True
p_high_004,D-FF,High,12.8,True,True,True,True,True,True,True
p_high_002,D-FF,High,14.3,True,True,True,True,True,True,True
p_high_003,D-FF,High,11.8,True,True,True,True,True,True,True
p_high_008,D-FF,High,12.5,True,True,True,True,True,True,True
p_high_005,D-FF,High,12.3,True,True,True,True,True,True,True
p_high_001,D-FF,High,11.6,True,True,True,True,True,True,True
p_high_009,D-FF,High,12.4,True,True,True,True,True,True,True
p_high_012,D-FF,High,14.3,True,True,True,True,True,True,True
p_high_011,D-FF,High,13.4,True,True,True,True,True,True,True
p_high_010,D-FF,High,14.7,True,True,True,True,True,True,True
p_high_015,D-FF,High,14.4,True,True,True,True,True,True,True
p_high_013,D-FF,High,14.6,True,True,True,True,True,True,True
p_high_016,D-FF,High,11.2,True,True,True,True,True,True,True
p_high_014,D-FF,High,13.1,True,True,True,True,True,True,True
p_high_017,D-FF,High,11.2,True,True,True,True,True,True,True
p_high_021,D-FF,High,14.2,True,True,True,True,True,True,True
p_high_020,D-FF,High,12.3,True,True,True,True,True,True,True
p_high_018,D-FF,High,13.5,True,True,True,True,True,True,True
p_high_022,D-FF,High,11.0,True,True,True,True,True,True,True
p_high_023,D-FF,High,10.5,True,True,True,True,True,True,True
p_high_019,D-FF,High,12.8,True,True,True,True,True,True,True
p_high_024,D-FF,High,10.7,True,True,True,True,True,True,True
p_high_025,D-FF,High,15.0,True,True,True,True,True,True,True
p_high_027,D-FF,High,10.6,True,True,True,True,True,True,True
p_high_026,D-FF,High,13.3,True,True,True,True,True,True,True
p_high_028,D-FF,High,14.9,True,True,True,True,True,True,True
p_high_029,D-FF,High,14.4,True,True,True,True,True,True,True
p_high_030,D-FF,High,10.9,True,True,True,True,True,True,True
p_high_031,D-FF,High,13.9,True,True,True,True,True,True,True
p_high_032,D-FF,High,12.1,True,True,True,True,True,True,True
p_high_034,D-FF,High,11.1,True,True,True,True,True,True,True
p_high_035,D-FF,High,13.6,True,True,True,True,True,True,True
p_high_033,D-FF,High,13.8,True,True,True,True,True,True,True
p_high_036,D-FF,High,14.5,True,True,True,True,True,True,True
p_high_037,D-FF,High,13.6,True,True,True,True,True,True,True
p_high_038,D-FF,High,13.7,True,True,True,True,True,True,False
p_high_039,D-FF,High,12.0,True,True,True,True,True,True,True
p_high_040,D-FF,High,11.3,True,True,True,True,True,True,True
p_high_042,D-FF,High,10.9,True,True,True,True,True,True,True
p_high_043,D-FF,High,12.7,True,True,True,True,True,True,True
p_high_041,D-FF,High,12.2,True,True,True,True,True,True,True
p_high_044,D-FF,High,10.8,True,True,True,True,True,True,True
p_high_047,D-FF,High,13.3,True,True,True,True,True,True,True
p_high_046,D-FF,High,11.1,True,True,True,True,True,True,True
p_high_045,D-FF,High,14.8,True,True,True,True,True,True,True
p_high_048,D-FF,High,13.0,True,True,True,True,True,True,True
p_high_049,D-FF,High,11.7,True,True,True,True,True,True,True
p_high_051,D-FF,High,11.2,True,True,True,True,True,True,True
p_high_050,D-FF,High,13.9,True,True,True,True,True,True,True
p_high_052,D-FF,High,11.2,True,True,True,True,True,True,True
p_high_054,D-FF,High,12.5,True,True,True,True,True,True,True
p_high_053,D-FF,High,14.0,True,True,True,True,True,True,True
p_high_056,D-FF,High,11.3,True,True,True,True,True,True,True
p_high_055,D-FF,High,14.0,True,True,True,True,True,True,True
p_high_057,D-FF,High,14.2,True,True,True,True,True,True,True
p_high_058,D-FF,High,13.5,True,True,True,True,True,True,True
p_high_059,D-FF,High,11.5,True,True,True,True,True,True,True
p_high_060,D-FF,High,13.2,True,True,True,True,True,True,True
p_high_061,D-FF,High,11.4,True,True,True,True,True,True,True
p_high_063,D-FF,High,14.9,True,True,True,True,True,True,True
p_high_062,D-FF,High,11.8,True,True,True,True,True,True,True
p_high_064,D-FF,High,11.6,True,True,True,True,True,True,True
p_high_065,D-FF,High,13.0,True,True,True,True,True,True,True
p_high_066,D-FF,High,14.7,True,True,True,True,True,True,True
p_high_068,D-FF,High,12.7,True,True,True,True,True,True,True
p_high_067,D-FF,High,11.1,True,True,True,True,True,True,True
p_high_069,D-FF,High,12.4,True,True,True,True,True,True,True
p_high_070,D-FF,High,11.4,True,True,True,True,True,True,True
p_high_071,D-FF,High,10.7,True,True,True,True,True,True,True
p_high_072,D-FF,High,12.5,True,True,True,True,True,True,True
p_high_073,D-FF,High,10.7,True,True,True,True,True,True,True
p_high_074,D-FF,High,10.8,True,True,True,True,True,True,True
p_high_076,D-FF,High,13.4,True,True,True,True,True,True,True
p_high_075,D-FF,High,12.3,True,True,True,True,True,True,True
p_high_077,D-FF,High,13.8,True,True,True,True,True,True,True
p_high_078,D-FF,High,14.1,True,True,True,True,True,True,True
p_high_079,D-FF,High,12.7,True,True,True,True,True,True,True
p_high_080,D-FF,High,12.1,True,True,True,True,True,True,True
p_high_081,D-FF,High,14.8,True,True,True,True,True,True,True
p_high_082,D-FF,High,13.8,True,True,True,True,True,True,True
p_high_083,D-FF,High,10.8,True,True,True,True,True,True,True
p_high_084,D-FF,High,11.7,True,True,True,True,True,True,True
p_high_085,D-FF,High,10.5,True,True,True,True,True,True,True
p_high_086,D-FF,High,10.6,True,True,True,True,True,True,True
p_high_087,D-FF,High,11.8,True,True,True,True,True,True,True
p_high_088,D-FF,High,14.1,True,True,True,True,True,True,True
p_high_090,D-FF,High,13.1,True,True,True,True,True,True,True
p_high_089,D-FF,High,12.9,True,True,True,True,True,True,True
p_high_091,D-FF,High,10.9,True,True,True,True,True,True,True
p_high_092,D-FF,High,11.5,True,True,True,True,True,True,True
p_high_094,D-FF,High,13.7,True,True,True,True,True,True,True
p_high_093,D-FF,High,11.0,True,True,True,True,True,True,True
p_high_095,D-FF,High,11.0,True,True,True,True,True,True,True
p_high_096,D-FF,High,12.6,True,True,True,True,True,True,True
p_high_097,D-FF,High,11.6,True,True,True,True,True,True,True
p_high_098,D-FF,High,13.0,True,True,True,True,True,True,True
p_high_099,D-FF,High,11.5,True,True,True,True,True,True,True
p_high_100,D-FF,High,14.9,True,True,True,True,True,True,True
p_high_101,D-FF,High,13.5,True,True,True,True,True,True,True
p_high_102,D-FF,High,11.7,True,True,True,True,True,True,True
p_high_103,D-FF,High,11.4,True,True,True,True,True,True,True
p_high_104,D-FF,High,12.0,True,True,True,True,True,True,True
p_high_105,D-FF,High,14.6,True,True,True,True,True,True,True
p_high_106,D-FF,High,12.9,True,True,True,True,True,True,True
p_high_107,D-FF,High,14.5,True,True,True,True,True,True,True
p_low_001,D-FF,Low,8.7,True,True,True,True,True,True,True
p_low_003,D-FF,Low,9.5,True,True,True,True,True,True,True
p_low_002,D-FF,Low,10.3,True,True,True,True,True,True,True
p_low_004,D-FF,Low,8.0,True,True,True,True,True,True,True
p_low_005,D-FF,Low,9.1,True,True,True,True,True,True,True
p_low_006,D-FF,Low,9.7,True,True,True,True,True,True,True
p_low_007,D-FF,Low,9.6,True,True,True,True,True,True,True
p_low_008,D-FF,Low,7.0,True,True,True,True,True,True,True
p_low_009,D-FF,Low,9.8,True,True,True,True,True,True,True
p_low_011,D-FF,Low,10.0,True,True,True,True,True,True,True
p_low_010,D-FF,Low,8.5,True,True,True,True,True,True,True
p_low_012,D-FF,Low,9.8,True,True,True,True,True,True,True
p_low_013,D-FF,Low,9.6,True,True,True,True,True,True,True
p_low_014,D-FF,Low,8.2,True,True,True,True,True,True,True
p_low_016,D-FF,Low,8.7,True,True,True,True,True,True,True
p_low_015,D-FF,Low,8.2,True,True,True,True,True,True,True
p_low_017,D-FF,Low,9.8,True,True,True,True,True,True,True
p_low_018,D-FF,Low,9.8,True,True,True,True,True,True,True
p_low_019,D-FF,Low,10.2,True,True,True,True,True,True,True
p_low_020,D-FF,Low,5.1,True,True,True,True,True,True,True
p_low_021,D-FF,Low,7.9,True,True,True,True,True,True,True
p_low_023,D-FF,Low,10.3,True,True,True,True,True,True,True
p_low_022,D-FF,Low,9.2,True,True,True,True,True,True,True
p_low_024,D-FF,Low,6.3,True,True,True,True,True,True,True
p_low_025,D-FF,Low,10.2,True,True,True,True,True,True,True
p_low_026,D-FF,Low,7.8,True,True,True,True,True,True,True
p_low_027,D-FF,Low,9.7,True,True,True,True,True,True,True
p_low_028,D-FF,Low,9.8,True,True,True,True,True,True,False
p_low_029,D-FF,Low,8.1,True,True,True,True,True,True,True
p_low_030,D-FF,Low,7.5,True,True,True,True,True,True,False
p_low_032,D-FF,Low,5.7,True,True,True,True,True,True,True
p_low_033,D-FF,Low,8.4,True,True,True,True,True,True,True
p_low_031,D-FF,Low,10.3,True,True,True,True,True,True,True
p_low_034,D-FF,Low,10.1,True,True,True,True,True,True,False
p_low_035,D-FF,Low,10.2,True,True,True,True,True,True,False
p_low_036,D-FF,Low,9.5,True,True,True,True,True,True,True
p_low_037,D-FF,Low,9.9,True,True,True,True,True,True,False
p_low_038,D-FF,Low,8.7,True,True,True,True,True,True,False
p_low_039,D-FF,Low,8.0,True,True,True,True,True,True,True
p_low_040,D-FF,Low,10.0,True,True,True,True,True,True,True
p_low_041,D-FF,Low,7.6,True,True,True,True,True,True,True
p_low_042,D-FF,Low,10.3,True,True,True,True,True,True,True
p_low_043,D-FF,Low,9.6,True,True,True,True,True,True,True
p_low_044,D-FF,Low,9.3,True,True,True,True,True,True,True
p_low_045,D-FF,Low,8.6,True,True,True,True,True,True,True
p_low_046,D-FF,Low,7.6,True,True,True,True,True,True,True
p_low_047,D-FF,Low,9.0,True,True,True,True,True,True,True
p_low_048,D-FF,Low,9.5,True,True,True,True,True,True,True
p_low_049,D-FF,Low,9.1,True,True,True,True,True,True,True
p_low_050,D-FF,Low,9.9,True,True,True,True,True,True,True
p_low_051,D-FF,Low,9.2,True,True,True,True,True,True,True
p_low_052,D-FF,Low,9.4,True,True,True,True,True,True,True
p_low_055,D-FF,Low,10.3,True,True,True,True,True,True,True
p_low_054,D-FF,Low,8.8,True,True,True,True,True,True,True
p_low_053,D-FF,Low,9.3,True,True,True,True,True,True,True
p_low_056,D-FF,Low,5.9,True,True,True,True,True,True,True
p_low_057,D-FF,Low,10.1,True,True,True,True,True,True,True
p_low_059,D-FF,Low,10.0,True,True,True,True,True,True,True
p_low_058,D-FF,Low,7.9,True,True,True,True,True,True,True
p_low_060,D-FF,Low,9.4,True,True,True,True,True,True,True
p_low_063,D-FF,Low,9.2,True,True,True,True,True,True,True
p_low_061,D-FF,Low,10.2,True,True,True,True,True,True,True
p_low_062,D-FF,Low,8.3,True,True,True,True,True,True,True
p_low_064,D-FF,Low,9.1,True,True,True,True,True,True,True
p_low_065,D-FF,Low,8.4,True,True,True,True,True,True,True
p_low_067,D-FF,Low,4.4,True,True,True,True,True,True,False
p_low_066,D-FF,Low,9.5,True,True,True,True,True,True,True
p_low_068,D-FF,Low,9.6,True,True,True,True,True,True,True
p_low_069,D-FF,Low,8.5,True,True,True,True,True,True,True
p_low_072,D-FF,Low,9.3,True,True,True,True,True,True,True
p_low_070,D-FF,Low,10.1,True,True,True,True,True,True,True
p_low_071,D-FF,Low,8.3,True,True,True,True,True,True,True
p_low_073,D-FF,Low,9.6,True,True,True,True,True,True,True
p_low_074,D-FF,Low,9.5,True,True,True,True,True,True,True
p_low_075,D-FF,Low,9.9,True,True,True,True,True,True,False
p_low_076,D-FF,Low,8.1,True,True,True,True,True,True,True
p_low_077,D-FF,Low,10.0,True,True,True,True,True,True,True
p_low_079,D-FF,Low,6.7,True,True,True,True,True,True,True
p_low_078,D-FF,Low,9.8,True,True,True,True,True,True,True
p_low_080,D-FF,Low,5.3,True,True,True,True,True,True,True
p_low_081,D-FF,Low,10.1,True,True,True,True,True,True,True
p_low_082,D-FF,Low,9.4,True,True,True,True,True,True,True
p_low_083,D-FF,Low,4.2,True,True,True,True,True,True,True
p_low_084,D-FF,Low,7.9,True,True,True,True,True,True,True
p_low_085,D-FF,Low,10.0,True,True,True,True,True,True,True
p_low_086,D-FF,Low,9.1,True,True,True,True,True,True,False
p_low_088,D-FF,Low,9.4,True,True,True,True,True,False,True
p_low_087,D-FF,Low,7.6,True,True,True,True,True,True,True
p_low_090,D-FF,Low,9.3,True,True,True,True,True,True,False
p_low_089,D-FF,Low,9.2,True,True,True,True,True,True,True
p_low_092,D-FF,Low,7.7,True,True,True,True,True,True,True
p_low_091,D-FF,Low,9.0,True,True,True,True,True,True,True
p_low_094,D-FF,Low,8.6,True,True,True,True,True,True,True
p_low_095,D-FF,Low,7.7,True,True,True,True,True,True,True
p_low_097,D-FF,Low,8.8,True,True,True,True,True,True,True
p_low_093,D-FF,Low,7.1,True,True,True,True,True,True,True
p_low_098,D-FF,Low,9.4,True,True,True,True,True,True,True
p_low_099,D-FF,Low,9.7,True,True,True,True,True,True,True
p_low_096,D-FF,Low,10.2,True,True,True,True,True,True,False
p_low_100,D-FF,Low,8.2,True,True,True,True,True,True,True
p_low_101,D-FF,Low,9.3,True,True,True,True,True,True,False
p_low_102,D-FF,Low,4.8,True,True,True,True,True,True,True
p_low_104,D-FF,Low,9.0,True,True,True,True,True,True,True
p_low_103,D-FF,Low,9.9,True,True,True,True,True,True,True
p_low_107,D-FF,Low,10.1,True,True,True,True,True,True,True
p_low_106,D-FF,Low,9.7,True,True,True,True,True,True,True
p_low_105,D-FF,Low,9.1,True,True,True,True,True,True,True
